#Device;NGC103
#Device Name;NO NAME
#Format;LOG
#Date;2000-01-01
#Version;01.005-02.430-03.730
#Serial No.;000100954
 #Mode;Unlimited
#Logging Interval[s];0.001
#Specified Logging Count;-----
#Specified Logging Time[s];-----
 #Sequence;Off
 #CH1 Voltage Target[V];4.200
#CH1 Current Target[A];0.200
#CH1 Sequence Delay[s];-----
#CH1 EasyArb;Off
#CH1 OVP;Off
#CH1 OPP;Off
#CH1 Ramp;Off
#CH1 Analog in;Off
 #Start Time;00:43:54
#Stop Time;00:44:23
 #Actual Count; 29911      
 U1[V];I1[A];Timestamp
4.196;0.0740;00:44:18:279
4.196;0.0970;00:44:18:280
4.196;0.0410;00:44:18:281
4.196;0.0410;00:44:18:282
4.204;0.0740;00:44:18:283
4.196;0.0750;00:44:18:284
4.196;0.0410;00:44:18:285
4.204;0.0420;00:44:18:286
4.188;0.0740;00:44:18:287
4.196;0.0740;00:44:18:288
4.220;0.0410;00:44:18:289
4.188;0.0740;00:44:18:290
4.204;0.0730;00:44:18:291
4.196;0.0740;00:44:18:292
4.188;0.0440;00:44:18:293
4.204;0.0730;00:44:18:294
4.196;0.0410;00:44:18:295
4.196;0.0740;00:44:18:296
4.196;0.0970;00:44:18:297
4.196;0.0410;00:44:18:298
4.212;0.0410;00:44:18:299
4.196;0.0740;00:44:18:300
4.196;0.0750;00:44:18:301
4.204;0.0410;00:44:18:302
4.220;0.0430;00:44:18:303
4.188;0.0730;00:44:18:304
4.196;0.0740;00:44:18:305
4.212;0.0420;00:44:18:306
4.196;0.0970;00:44:18:307
4.196;0.0410;00:44:18:308
4.196;0.0740;00:44:18:309
4.180;0.0570;00:44:18:310
4.196;0.0740;00:44:18:311
4.196;0.0410;00:44:18:312
4.204;0.0740;00:44:18:313
4.196;0.0750;00:44:18:314
4.196;0.0740;00:44:18:315
4.220;0.0410;00:44:18:316
4.188;0.0740;00:44:18:317
4.196;0.0740;00:44:18:318
4.196;0.0740;00:44:18:319
4.188;0.0440;00:44:18:320
4.204;0.0730;00:44:18:321
4.196;0.0740;00:44:18:322
4.204;0.0740;00:44:18:323
4.196;0.0960;00:44:18:324
4.188;0.0390;00:44:18:325
4.204;0.0740;00:44:18:326
4.196;0.0740;00:44:18:327
4.196;0.0750;00:44:18:328
4.204;0.0390;00:44:18:329
4.196;0.0740;00:44:18:330
4.188;0.0730;00:44:18:331
4.196;0.0740;00:44:18:332
4.212;0.0410;00:44:18:333
4.196;0.0740;00:44:18:334
4.196;0.0390;00:44:18:335
4.196;0.0740;00:44:18:336
4.180;0.0700;00:44:18:337
4.196;0.0670;00:44:18:338
4.188;0.0390;00:44:18:339
4.204;0.0740;00:44:18:340
4.196;0.0750;00:44:18:341
4.196;0.0390;00:44:18:342
4.220;0.0400;00:44:18:343
4.188;0.0740;00:44:18:344
4.196;0.0740;00:44:18:345
4.220;0.0400;00:44:18:346
4.188;0.0410;00:44:18:347
4.204;0.0730;00:44:18:348
4.196;0.0740;00:44:18:349
4.196;0.0410;00:44:18:350
4.196;0.0970;00:44:18:351
4.188;0.0390;00:44:18:352
4.204;0.0740;00:44:18:353
4.196;0.0970;00:44:18:354
4.196;0.0740;00:44:18:355
4.204;0.0390;00:44:18:356
4.196;0.0740;00:44:18:357
4.196;0.0750;00:44:18:358
4.196;0.0740;00:44:18:359
4.212;0.0410;00:44:18:360
4.196;0.0740;00:44:18:361
4.196;0.0740;00:44:18:362
4.204;0.0740;00:44:18:363
4.180;0.0720;00:44:18:364
4.196;0.0670;00:44:18:365
4.196;0.0740;00:44:18:366
4.180;0.0740;00:44:18:367
4.196;0.0750;00:44:18:368
4.188;0.0390;00:44:18:369
4.204;0.0740;00:44:18:370
4.196;0.0740;00:44:18:371
4.196;0.0740;00:44:18:372
4.220;0.0400;00:44:18:373
4.188;0.0740;00:44:18:374
4.196;0.0730;00:44:18:375
4.196;0.0740;00:44:18:376
4.188;0.0410;00:44:18:377
4.196;0.0730;00:44:18:378
4.196;0.0390;00:44:18:379
4.204;0.0740;00:44:18:380
4.196;0.0970;00:44:18:381
4.196;0.0390;00:44:18:382
4.196;0.0740;00:44:18:383
4.196;0.0740;00:44:18:384
4.196;0.0740;00:44:18:385
4.204;0.0030;00:44:18:386
4.196;0.0740;00:44:18:387
4.188;0.0710;00:44:18:388
4.188;0.0740;00:44:18:389
4.212;0.0050;00:44:18:390
4.188;0.0720;00:44:18:391
4.204;0.0560;00:44:18:392
4.196;0.0740;00:44:18:393
4.180;0.0100;00:44:18:394
4.204;0.0690;00:44:18:395
4.188;0.0030;00:44:18:396
4.204;0.0740;00:44:18:397
4.196;0.0740;00:44:18:398
4.188;0.0020;00:44:18:399
4.228;0.0040;00:44:18:400
4.180;0.0730;00:44:18:401
4.196;0.0740;00:44:18:402
4.228;0.0040;00:44:18:403
4.188;0.0070;00:44:18:404
4.204;0.0700;00:44:18:405
4.188;0.0740;00:44:18:406
4.261;0.0070;00:44:18:407
4.196;0.0970;00:44:18:408
4.196;0.0020;00:44:18:409
4.204;0.0740;00:44:18:410
4.196;0.0970;00:44:18:411
4.196;0.0740;00:44:18:412
4.204;0.0030;00:44:18:413
4.196;0.0740;00:44:18:414
4.196;0.0740;00:44:18:415
4.188;0.0740;00:44:18:416
4.212;0.0050;00:44:18:417
4.196;0.0720;00:44:18:418
4.188;0.0740;00:44:18:419
4.196;0.0740;00:44:18:420
4.172;0.0120;00:44:18:421
4.204;0.0680;00:44:18:422
4.196;0.0740;00:44:18:423
4.204;0.0740;00:44:18:424
4.196;0.0740;00:44:18:425
4.188;0.0030;00:44:18:426
4.204;0.0740;00:44:18:427
4.180;0.0730;00:44:18:428
4.196;0.0740;00:44:18:429
4.228;0.0030;00:44:18:430
4.180;0.0730;00:44:18:431
4.212;0.0700;00:44:18:432
4.188;0.0740;00:44:18:433
4.244;0.0070;00:44:18:434
4.148;0.0700;00:44:18:435
4.196;0.0020;00:44:18:436
4.204;0.0740;00:44:18:437
4.196;0.0970;00:44:18:438
4.196;0.0020;00:44:18:439
4.204;0.0030;00:44:18:440
4.196;0.0740;00:44:18:441
4.196;0.0740;00:44:18:442
4.180;0.0410;00:44:18:443
4.196;0.0420;00:44:18:444
4.196;0.0740;00:44:18:445
4.196;0.0740;00:44:18:446
4.212;0.0420;00:44:18:447
4.188;0.0460;00:44:18:448
4.196;0.0720;00:44:18:449
4.196;0.0740;00:44:18:450
4.188;0.0440;00:44:18:451
4.204;0.0750;00:44:18:452
4.188;0.0410;00:44:18:453
4.204;0.0740;00:44:18:454
4.196;0.0740;00:44:18:455
4.188;0.0740;00:44:18:456
4.220;0.0410;00:44:18:457
4.188;0.0740;00:44:18:458
4.196;0.0740;00:44:18:459
4.212;0.0740;00:44:18:460
4.220;0.0430;00:44:18:461
4.180;0.0730;00:44:18:462
4.196;0.0740;00:44:18:463
4.236;0.0740;00:44:18:464
4.196;0.0970;00:44:18:465
4.196;0.0410;00:44:18:466
4.196;0.0740;00:44:18:467
4.196;0.0740;00:44:18:468
4.196;0.0750;00:44:18:469
4.196;0.0410;00:44:18:470
4.196;0.0740;00:44:18:471
4.196;0.0740;00:44:18:472
4.196;0.0740;00:44:18:473
4.204;0.0420;00:44:18:474
4.196;0.0740;00:44:18:475
4.196;0.0750;00:44:18:476
4.196;0.0740;00:44:18:477
4.180;0.0440;00:44:18:478
4.196;0.0720;00:44:18:479
4.196;0.0740;00:44:18:480
4.204;0.0740;00:44:18:481
4.196;0.0750;00:44:18:482
4.188;0.0410;00:44:18:483
4.204;0.0740;00:44:18:484
4.188;0.0740;00:44:18:485
4.196;0.0750;00:44:18:486
4.212;0.0410;00:44:18:487
4.196;0.0740;00:44:18:488
4.188;0.0730;00:44:18:489
4.196;0.0740;00:44:18:490
4.236;0.0430;00:44:18:491
4.172;0.0730;00:44:18:492
4.196;0.0410;00:44:18:493
4.196;0.0740;00:44:18:494
4.196;0.0970;00:44:18:495
4.196;0.0410;00:44:18:496
4.204;0.0410;00:44:18:497
4.196;0.0740;00:44:18:498
4.196;0.0750;00:44:18:499
4.196;0.0410;00:44:18:500
4.204;0.0420;00:44:18:501
4.196;0.0740;00:44:18:502
4.196;0.0740;00:44:18:503
4.212;0.0400;00:44:18:504
4.180;0.0440;00:44:18:505
4.196;0.0720;00:44:18:506
4.196;0.0740;00:44:18:507
4.188;0.0420;00:44:18:508
4.196;0.0740;00:44:18:509
4.188;0.0390;00:44:18:510
4.204;0.0740;00:44:18:511
4.196;0.0740;00:44:18:512
4.196;0.0750;00:44:18:513
4.220;0.0390;00:44:18:514
4.188;0.0740;00:44:18:515
4.196;0.0750;00:44:18:516
4.196;0.0740;00:44:18:517
4.228;0.0410;00:44:18:518
4.172;0.0730;00:44:18:519
4.196;0.0740;00:44:18:520
4.196;0.0740;00:44:18:521
4.196;0.0970;00:44:18:522
4.196;0.0390;00:44:18:523
4.196;0.0740;00:44:18:524
4.196;0.0740;00:44:18:525
4.196;0.0750;00:44:18:526
4.196;0.0390;00:44:18:527
4.204;0.0740;00:44:18:528
4.196;0.0740;00:44:18:529
4.196;0.0740;00:44:18:530
4.212;0.0410;00:44:18:531
4.196;0.0740;00:44:18:532
4.196;0.0710;00:44:18:533
4.196;0.0740;00:44:18:534
4.180;0.0420;00:44:18:535
4.204;0.0720;00:44:18:536
4.196;0.0390;00:44:18:537
4.204;0.0740;00:44:18:538
4.196;0.0750;00:44:18:539
4.188;0.0390;00:44:18:540
4.204;0.0390;00:44:18:541
4.188;0.0740;00:44:18:542
4.196;0.0740;00:44:18:543
4.212;0.0390;00:44:18:544
4.196;0.0410;00:44:18:545
4.172;0.0730;00:44:18:546
4.196;0.0750;00:44:18:547
4.236;0.0410;00:44:18:548
4.172;0.0970;00:44:18:549
4.196;0.0390;00:44:18:550
4.196;0.0740;00:44:18:551
4.196;0.0970;00:44:18:552
4.196;0.0750;00:44:18:553
4.196;0.0390;00:44:18:554
4.204;0.0740;00:44:18:555
4.196;0.0750;00:44:18:556
4.196;0.0740;00:44:18:557
4.212;0.0410;00:44:18:558
4.196;0.0740;00:44:18:559
4.196;0.0750;00:44:18:560
4.212;0.0400;00:44:18:561
4.180;0.0420;00:44:18:562
4.204;0.0700;00:44:18:563
4.196;0.0740;00:44:18:564
4.188;0.0080;00:44:18:565
4.196;0.0740;00:44:18:566
4.188;0.0030;00:44:18:567
4.204;0.0740;00:44:18:568
4.196;0.0770;00:44:18:569
4.196;0.0740;00:44:18:570
4.228;0.0030;00:44:18:571
4.188;0.0740;00:44:18:572
4.196;0.0740;00:44:18:573
4.188;0.0740;00:44:18:574
4.269;0.0060;00:44:18:575
4.148;0.0700;00:44:18:576
4.188;0.0740;00:44:18:577
4.204;0.0740;00:44:18:578
4.196;0.0970;00:44:18:579
4.196;0.0020;00:44:18:580
4.196;0.0740;00:44:18:581
4.204;0.0740;00:44:18:582
4.196;0.0740;00:44:18:583
4.196;0.0030;00:44:18:584
4.204;0.0740;00:44:18:585
4.188;0.0720;00:44:18:586
4.188;0.0740;00:44:18:587
4.220;0.0050;00:44:18:588
4.180;0.0730;00:44:18:589
4.204;0.0690;00:44:18:590
4.196;0.0740;00:44:18:591
4.188;0.0080;00:44:18:592
4.204;0.0700;00:44:18:593
4.188;0.0030;00:44:18:594
4.204;0.0740;00:44:18:595
4.196;0.0740;00:44:18:596
4.188;0.0020;00:44:18:597
4.228;0.0030;00:44:18:598
4.188;0.0740;00:44:18:599
4.196;0.0740;00:44:18:600
4.220;0.0030;00:44:18:601
4.269;0.0060;00:44:18:602
4.140;0.0700;00:44:18:603
4.188;0.0740;00:44:18:604
4.253;0.0060;00:44:18:605
4.196;0.0970;00:44:18:606
4.196;0.0970;00:44:18:607
4.196;0.0740;00:44:18:608
4.196;0.0970;00:44:18:609
4.196;0.0740;00:44:18:610
4.196;0.0030;00:44:18:611
4.204;0.0740;00:44:18:612
4.196;0.0740;00:44:18:613
4.188;0.0740;00:44:18:614
4.220;0.0050;00:44:18:615
4.180;0.0720;00:44:18:616
4.188;0.0740;00:44:18:617
4.196;0.0740;00:44:18:618
4.188;0.0080;00:44:18:619
4.212;0.0700;00:44:18:620
4.188;0.0740;00:44:18:621
4.204;0.0740;00:44:18:622
4.196;0.0760;00:44:18:623
4.196;0.0410;00:44:18:624
4.204;0.0740;00:44:18:625
4.196;0.0740;00:44:18:626
4.196;0.0750;00:44:18:627
4.212;0.0410;00:44:18:628
4.196;0.0740;00:44:18:629
4.196;0.0730;00:44:18:630
4.196;0.0750;00:44:18:631
4.220;0.0430;00:44:18:632
4.188;0.0730;00:44:18:633
4.196;0.0410;00:44:18:634
4.196;0.0740;00:44:18:635
4.196;0.0970;00:44:18:636
4.196;0.0410;00:44:18:637
4.196;0.0410;00:44:18:638
4.204;0.0740;00:44:18:639
4.196;0.0750;00:44:18:640
4.196;0.0410;00:44:18:641
4.204;0.0410;00:44:18:642
4.188;0.0740;00:44:18:643
4.196;0.0740;00:44:18:644
4.220;0.0410;00:44:18:645
4.188;0.0440;00:44:18:646
4.204;0.0730;00:44:18:647
4.196;0.0740;00:44:18:648
4.188;0.0440;00:44:18:649
4.204;0.0750;00:44:18:650
4.196;0.0410;00:44:18:651
4.204;0.0740;00:44:18:652
4.196;0.0960;00:44:18:653
4.196;0.0410;00:44:18:654
4.212;0.0410;00:44:18:655
4.196;0.0740;00:44:18:656
4.196;0.0740;00:44:18:657
4.204;0.0410;00:44:18:658
4.228;0.0430;00:44:18:659
4.188;0.0740;00:44:18:660
4.196;0.0740;00:44:18:661
4.212;0.0420;00:44:18:662
4.196;0.0970;00:44:18:663
4.196;0.0410;00:44:18:664
4.196;0.0740;00:44:18:665
4.180;0.0670;00:44:18:666
4.196;0.0750;00:44:18:667
4.196;0.0410;00:44:18:668
4.204;0.0740;00:44:18:669
4.196;0.0750;00:44:18:670
4.196;0.0750;00:44:18:671
4.220;0.0410;00:44:18:672
4.188;0.0740;00:44:18:673
4.196;0.0750;00:44:18:674
4.196;0.0740;00:44:18:675
4.188;0.0440;00:44:18:676
4.204;0.0730;00:44:18:677
4.196;0.0740;00:44:18:678
4.204;0.0740;00:44:18:679
4.196;0.0970;00:44:18:680
4.188;0.0410;00:44:18:681
4.204;0.0740;00:44:18:682
4.196;0.0740;00:44:18:683
4.196;0.0750;00:44:18:684
4.204;0.0390;00:44:18:685
4.196;0.0740;00:44:18:686
4.188;0.0730;00:44:18:687
4.196;0.0740;00:44:18:688
4.204;0.0410;00:44:18:689
4.196;0.0740;00:44:18:690
4.196;0.0390;00:44:18:691
4.196;0.0740;00:44:18:692
4.180;0.0480;00:44:18:693
4.196;0.0710;00:44:18:694
4.196;0.0390;00:44:18:695
4.204;0.0740;00:44:18:696
4.196;0.0740;00:44:18:697
4.196;0.0390;00:44:18:698
4.220;0.0400;00:44:18:699
4.188;0.0740;00:44:18:700
4.196;0.0750;00:44:18:701
4.220;0.0390;00:44:18:702
4.188;0.0410;00:44:18:703
4.204;0.0730;00:44:18:704
4.196;0.0740;00:44:18:705
4.228;0.0410;00:44:18:706
4.196;0.0970;00:44:18:707
4.196;0.0390;00:44:18:708
4.196;0.0740;00:44:18:709
4.196;0.0970;00:44:18:710
4.196;0.0740;00:44:18:711
4.204;0.0390;00:44:18:712
4.204;0.0740;00:44:18:713
4.196;0.0750;00:44:18:714
4.196;0.0740;00:44:18:715
4.204;0.0410;00:44:18:716
4.196;0.0740;00:44:18:717
4.196;0.0740;00:44:18:718
4.212;0.0740;00:44:18:719
4.180;0.0440;00:44:18:720
4.204;0.0720;00:44:18:721
4.196;0.0740;00:44:18:722
4.188;0.0740;00:44:18:723
4.196;0.0750;00:44:18:724
4.188;0.0390;00:44:18:725
4.204;0.0740;00:44:18:726
4.196;0.0740;00:44:18:727
4.196;0.0740;00:44:18:728
4.220;0.0400;00:44:18:729
4.188;0.0740;00:44:18:730
4.196;0.0730;00:44:18:731
4.196;0.0740;00:44:18:732
4.236;0.0410;00:44:18:733
4.172;0.0730;00:44:18:734
4.196;0.0390;00:44:18:735
4.204;0.0740;00:44:18:736
4.196;0.0970;00:44:18:737
4.196;0.0390;00:44:18:738
4.196;0.0390;00:44:18:739
4.196;0.0740;00:44:18:740
4.196;0.0750;00:44:18:741
4.196;0.0390;00:44:18:742
4.204;0.0060;00:44:18:743
4.196;0.0720;00:44:18:744
4.196;0.0740;00:44:18:745
4.220;0.0050;00:44:18:746
4.180;0.0720;00:44:18:747
4.204;0.0690;00:44:18:748
4.196;0.0740;00:44:18:749
4.188;0.0080;00:44:18:750
4.212;0.0700;00:44:18:751
4.188;0.0030;00:44:18:752
4.204;0.0740;00:44:18:753
4.196;0.0750;00:44:18:754
4.188;0.0020;00:44:18:755
4.228;0.0030;00:44:18:756
4.188;0.0740;00:44:18:757
4.196;0.0740;00:44:18:758
4.220;0.0030;00:44:18:759
4.269;0.0060;00:44:18:760
4.148;0.0060;00:44:18:761
4.188;0.0740;00:44:18:762
4.244;0.0060;00:44:18:763
4.196;0.0970;00:44:18:764
4.196;0.0020;00:44:18:765
4.196;0.0740;00:44:18:766
4.196;0.0970;00:44:18:767
4.196;0.0740;00:44:18:768
4.188;0.0030;00:44:18:769
4.204;0.0740;00:44:18:770
4.196;0.0740;00:44:18:771
4.188;0.0740;00:44:18:772
4.220;0.0040;00:44:18:773
4.180;0.0730;00:44:18:774
4.188;0.0740;00:44:18:775
4.188;0.0740;00:44:18:776
4.188;0.0070;00:44:18:777
4.212;0.0700;00:44:18:778
4.188;0.0740;00:44:18:779
4.204;0.0740;00:44:18:780
4.196;0.0880;00:44:18:781
4.188;0.0020;00:44:18:782
4.204;0.0740;00:44:18:783
4.188;0.0740;00:44:18:784
4.196;0.0740;00:44:18:785
4.212;0.0030;00:44:18:786
4.196;0.0740;00:44:18:787
4.156;0.0700;00:44:18:788
4.188;0.0740;00:44:18:789
4.236;0.0060;00:44:18:790
4.180;0.0710;00:44:18:791
4.196;0.0020;00:44:18:792
4.196;0.0740;00:44:18:793
4.188;0.0970;00:44:18:794
4.204;0.0150;00:44:18:795
4.188;0.0030;00:44:18:796
4.204;0.0740;00:44:18:797
4.196;0.0740;00:44:18:798
4.188;0.0030;00:44:18:799
4.228;0.0040;00:44:18:800
4.180;0.0730;00:44:18:801
4.196;0.0740;00:44:18:802
4.196;0.0410;00:44:18:803
4.188;0.0440;00:44:18:804
4.204;0.0730;00:44:18:805
4.196;0.0740;00:44:18:806
4.188;0.0430;00:44:18:807
4.204;0.0920;00:44:18:808
4.188;0.0410;00:44:18:809
4.204;0.0740;00:44:18:810
4.196;0.0970;00:44:18:811
4.196;0.0750;00:44:18:812
4.204;0.0410;00:44:18:813
4.196;0.0740;00:44:18:814
4.196;0.0750;00:44:18:815
4.204;0.0740;00:44:18:816
4.220;0.0430;00:44:18:817
4.188;0.0730;00:44:18:818
4.196;0.0740;00:44:18:819
4.204;0.0740;00:44:18:820
4.196;0.0970;00:44:18:821
4.196;0.0410;00:44:18:822
4.196;0.0740;00:44:18:823
4.172;0.0740;00:44:18:824
4.196;0.0740;00:44:18:825
4.196;0.0410;00:44:18:826
4.204;0.0740;00:44:18:827
4.196;0.0750;00:44:18:828
4.196;0.0750;00:44:18:829
4.220;0.0410;00:44:18:830
4.188;0.0740;00:44:18:831
4.196;0.0730;00:44:18:832
4.196;0.0740;00:44:18:833
4.188;0.0440;00:44:18:834
4.204;0.0730;00:44:18:835
4.196;0.0740;00:44:18:836
4.204;0.0740;00:44:18:837
4.196;0.0970;00:44:18:838
4.196;0.0410;00:44:18:839
4.196;0.0740;00:44:18:840
4.196;0.0740;00:44:18:841
4.196;0.0740;00:44:18:842
4.204;0.0410;00:44:18:843
4.196;0.0740;00:44:18:844
4.196;0.0740;00:44:18:845
4.196;0.0740;00:44:18:846
4.204;0.0420;00:44:18:847
4.196;0.0740;00:44:18:848
4.196;0.0640;00:44:18:849
4.196;0.0740;00:44:18:850
4.180;0.0450;00:44:18:851
4.204;0.0720;00:44:18:852
4.188;0.0410;00:44:18:853
4.204;0.0740;00:44:18:854
4.196;0.0750;00:44:18:855
4.188;0.0410;00:44:18:856
4.220;0.0410;00:44:18:857
4.188;0.0740;00:44:18:858
4.196;0.0740;00:44:18:859
4.220;0.0410;00:44:18:860
4.188;0.0430;00:44:18:861
4.188;0.0730;00:44:18:862
4.196;0.0740;00:44:18:863
4.236;0.0410;00:44:18:864
4.196;0.0970;00:44:18:865
4.196;0.0390;00:44:18:866
4.196;0.0740;00:44:18:867
4.196;0.0970;00:44:18:868
4.196;0.0740;00:44:18:869
4.196;0.0390;00:44:18:870
4.204;0.0740;00:44:18:871
4.196;0.0740;00:44:18:872
4.196;0.0750;00:44:18:873
4.204;0.0410;00:44:18:874
4.196;0.0740;00:44:18:875
4.196;0.0740;00:44:18:876
4.196;0.0740;00:44:18:877
4.180;0.0420;00:44:18:878
4.204;0.0720;00:44:18:879
4.196;0.0740;00:44:18:880
4.204;0.0740;00:44:18:881
4.196;0.0750;00:44:18:882
4.188;0.0390;00:44:18:883
4.204;0.0740;00:44:18:884
4.188;0.0740;00:44:18:885
4.196;0.0740;00:44:18:886
4.212;0.0390;00:44:18:887
4.196;0.0740;00:44:18:888
4.180;0.0730;00:44:18:889
4.196;0.0740;00:44:18:890
4.236;0.0410;00:44:18:891
4.180;0.0730;00:44:18:892
4.196;0.0390;00:44:18:893
4.196;0.0740;00:44:18:894
4.196;0.0970;00:44:18:895
4.196;0.0390;00:44:18:896
4.196;0.0390;00:44:18:897
4.204;0.0740;00:44:18:898
4.196;0.0740;00:44:18:899
4.196;0.0390;00:44:18:900
4.204;0.0400;00:44:18:901
4.188;0.0740;00:44:18:902
4.196;0.0740;00:44:18:903
4.220;0.0400;00:44:18:904
4.188;0.0420;00:44:18:905
4.204;0.0730;00:44:18:906
4.196;0.0740;00:44:18:907
4.188;0.0410;00:44:18:908
4.204;0.0750;00:44:18:909
4.188;0.0390;00:44:18:910
4.204;0.0740;00:44:18:911
4.196;0.0950;00:44:18:912
4.196;0.0750;00:44:18:913
4.212;0.0390;00:44:18:914
4.196;0.0740;00:44:18:915
4.196;0.0740;00:44:18:916
4.204;0.0740;00:44:18:917
4.228;0.0410;00:44:18:918
4.188;0.0730;00:44:18:919
4.196;0.0740;00:44:18:920
4.212;0.0740;00:44:18:921
4.196;0.0970;00:44:18:922
4.196;0.0020;00:44:18:923
4.196;0.0740;00:44:18:924
4.180;0.0740;00:44:18:925
4.196;0.0740;00:44:18:926
4.188;0.0030;00:44:18:927
4.204;0.0740;00:44:18:928
4.196;0.0740;00:44:18:929
4.188;0.0740;00:44:18:930
4.228;0.0040;00:44:18:931
4.180;0.0730;00:44:18:932
4.188;0.0740;00:44:18:933
4.188;0.0740;00:44:18:934
4.188;0.0070;00:44:18:935
4.212;0.0700;00:44:18:936
4.188;0.0740;00:44:18:937
4.204;0.0740;00:44:18:938
4.196;0.0970;00:44:18:939
4.196;0.0020;00:44:18:940
4.204;0.0740;00:44:18:941
4.188;0.0740;00:44:18:942
4.196;0.0740;00:44:18:943
4.204;0.0030;00:44:18:944
4.196;0.0740;00:44:18:945
4.180;0.0710;00:44:18:946
4.188;0.0740;00:44:18:947
4.220;0.0050;00:44:18:948
4.196;0.0720;00:44:18:949
4.204;0.0270;00:44:18:950
4.196;0.0740;00:44:18:951
4.172;0.0110;00:44:18:952
4.204;0.0680;00:44:18:953
4.188;0.0020;00:44:18:954
4.204;0.0740;00:44:18:955
4.196;0.0740;00:44:18:956
4.188;0.0030;00:44:18:957
4.228;0.0040;00:44:18:958
4.180;0.0730;00:44:18:959
4.196;0.0740;00:44:18:960
4.228;0.0030;00:44:18:961
4.188;0.0070;00:44:18:962
4.180;0.0700;00:44:18:963
4.188;0.0740;00:44:18:964
4.269;0.0070;00:44:18:965
4.196;0.0970;00:44:18:966
4.196;0.0020;00:44:18:967
4.204;0.0740;00:44:18:968
4.196;0.0970;00:44:18:969
4.196;0.0970;00:44:18:970
4.196;0.0030;00:44:18:971
4.204;0.0740;00:44:18:972
4.196;0.0740;00:44:18:973
4.188;0.0740;00:44:18:974
4.212;0.0050;00:44:18:975
4.188;0.0720;00:44:18:976
4.188;0.0740;00:44:18:977
4.196;0.0740;00:44:18:978
4.180;0.0080;00:44:18:979
4.204;0.0700;00:44:18:980
4.188;0.0740;00:44:18:981
4.204;0.0740;00:44:18:982
4.196;0.0740;00:44:18:983
4.196;0.0410;00:44:18:984
4.204;0.0740;00:44:18:985
4.196;0.0740;00:44:18:986
4.196;0.0750;00:44:18:987
4.212;0.0410;00:44:18:988
4.188;0.0740;00:44:18:989
4.196;0.0730;00:44:18:990
4.196;0.0740;00:44:18:991
4.236;0.0430;00:44:18:992
4.172;0.0730;00:44:18:993
4.196;0.0410;00:44:18:994
4.196;0.0740;00:44:18:995
4.196;0.0970;00:44:18:996
4.196;0.0410;00:44:18:997
4.196;0.0410;00:44:18:998
4.204;0.0740;00:44:18:999
4.196;0.0750;00:44:19:000
4.196;0.0410;00:44:19:001
4.204;0.0420;00:44:19:002
4.196;0.0740;00:44:19:003
4.196;0.0740;00:44:19:004
4.212;0.0420;00:44:19:005
4.188;0.0440;00:44:19:006
4.204;0.0720;00:44:19:007
4.196;0.0740;00:44:19:008
4.188;0.0440;00:44:19:009
4.204;0.0750;00:44:19:010
4.188;0.0410;00:44:19:011
4.204;0.0740;00:44:19:012
4.196;0.0750;00:44:19:013
4.196;0.0750;00:44:19:014
4.220;0.0410;00:44:19:015
4.196;0.0740;00:44:19:016
4.196;0.0740;00:44:19:017
4.204;0.0410;00:44:19:018
4.236;0.0430;00:44:19:019
4.172;0.0730;00:44:19:020
4.196;0.0740;00:44:19:021
4.220;0.0430;00:44:19:022
4.196;0.0970;00:44:19:023
4.196;0.0410;00:44:19:024
4.196;0.0410;00:44:19:025
4.196;0.0970;00:44:19:026
4.196;0.0750;00:44:19:027
4.196;0.0410;00:44:19:028
4.204;0.0740;00:44:19:029
4.196;0.0740;00:44:19:030
4.196;0.0750;00:44:19:031
4.212;0.0420;00:44:19:032
4.188;0.0740;00:44:19:033
4.196;0.0750;00:44:19:034
4.196;0.0740;00:44:19:035
4.188;0.0740;00:44:19:036
4.204;0.0730;00:44:19:037
4.196;0.0740;00:44:19:038
4.204;0.0740;00:44:19:039
4.196;0.0780;00:44:19:040
4.188;0.0410;00:44:19:041
4.204;0.0740;00:44:19:042
4.196;0.0740;00:44:19:043
4.196;0.0740;00:44:19:044
4.212;0.0390;00:44:19:045
4.196;0.0740;00:44:19:046
4.172;0.0730;00:44:19:047
4.196;0.0740;00:44:19:048
4.220;0.0410;00:44:19:049
4.188;0.0730;00:44:19:050
4.196;0.0390;00:44:19:051
4.196;0.0740;00:44:19:052
4.196;0.0970;00:44:19:053
4.196;0.0390;00:44:19:054
4.196;0.0390;00:44:19:055
4.204;0.0740;00:44:19:056
4.196;0.0750;00:44:19:057
4.196;0.0390;00:44:19:058
4.212;0.0400;00:44:19:059
4.188;0.0740;00:44:19:060
4.196;0.0750;00:44:19:061
4.220;0.0400;00:44:19:062
4.188;0.0420;00:44:19:063
4.204;0.0730;00:44:19:064
4.196;0.0740;00:44:19:065
4.188;0.0410;00:44:19:066
4.196;0.0770;00:44:19:067
4.196;0.0390;00:44:19:068
4.204;0.0740;00:44:19:069
4.196;0.0970;00:44:19:070
4.196;0.0750;00:44:19:071
4.212;0.0390;00:44:19:072
4.196;0.0740;00:44:19:073
4.196;0.0750;00:44:19:074
4.196;0.0740;00:44:19:075
4.220;0.0410;00:44:19:076
4.188;0.0730;00:44:19:077
4.196;0.0740;00:44:19:078
4.204;0.0740;00:44:19:079
4.196;0.0970;00:44:19:080
4.196;0.0390;00:44:19:081
4.196;0.0740;00:44:19:082
4.180;0.0740;00:44:19:083
